obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,redshift,plate,MJD,fiber_ID
1237000000000000010,132.9082711245478,50.015070092374344,19.78866020344654,20.559545716891243,19.62263085267687,20.698321807641033,18.64127957289537,7587,301,1,142,5780000000000000010,0.0,9374,58774,846
1237000000000000011,132.68515208009248,28.017083038314617,21.05591283215068,22.688694971313286,18.194436946143714,19.833547813505866,19.14653650694071,6840,301,6,864,5780000000000000011,0.8042650290074209,8605,55364,334
1237000000000000012,200.97901844357287,64.90310963033102,21.04628647531905,18.769254647123624,18.615006874182985,19.10878365489815,18.899610418402784,7150,301,1,765,5780000000000000012,0.47007392347959,10572,57062,20
1237000000000000013,0.0,10.596441191549498,20.7901453483367,18.60432272233051,19.798680009547407,18.862316683039015,19.794179547521473,7929,301,4,449,5780000000000000013,0.8675611569546838,4282,54891,205
1237000000000000014,11.170680621629685,58.23773236530727,23.444212262897622,19.824601010480993,19.520932658135447,19.17660907045166,19.17900314339276,3818,301,1,753,5780000000000000014,0.9765817946344485,4206,56299,603
1237000000000000015,123.36711034189312,28.023196041011253,21.909260791840794,22.257568276528975,19.020875890364255,18.5882364420577,17.838690420302893,1895,301,1,750,5780000000000000015,0.411568389626471,6979,58436,956
1237000000000000016,79.88864413318744,11.338416544025373,21.80322773803408,18.420980886784736,19.11916621048802,16.995250494280988,20.87856217399166,5824,301,2,684,5780000000000000016,0.9333905329589012,4337,55634,355
1237000000000000017,207.95468882371628,14.62952989175726,19.194206453389867,17.0,20.29616799715929,21.142177910534734,18.89433346333823,1566,301,5,805,5780000000000000017,0.512960768612942,8373,52764,173
1237000000000000018,90.00275883024992,17.842189446870826,23.153127045313838,20.0232617123865,19.082307427130786,19.255324999199402,18.552659773378494,6623,301,5,273,5780000000000000018,1.1199219176860136,6178,54669,189
1237000000000000019,41.33864484854968,32.4679029214736,20.34111240771979,21.52761119986638,19.51190875597093,19.49814726512254,19.66392542305557,5788,301,5,653,5780000000000000019,0.8076563468947646,11253,58765,824
1237000000000000020,319.06750771982115,34.4062330125689,22.289898945399493,22.500392624608242,21.769936588080544,19.042092250123094,18.94945094593007,2023,301,3,953,5780000000000000020,0.7089492921779206,708,57527,2
1237000000000000021,155.84119803835992,12.865160612127934,22.616065406937288,20.0052579568719,18.176317363116077,18.364883199275415,19.099228192939325,186,301,2,235,5780000000000000021,0.5018030081170052,3210,57501,873
1237000000000000022,184.14574008309137,23.656867193821398,24.240987893757975,20.082860089325997,17.74815726842534,18.91407551905123,21.192183998600687,3722,301,6,268,5780000000000000022,1.5235227583039648,4202,56053,941
1237000000000000023,40.13772416971614,66.21948853435993,20.236769401321332,22.43085110138362,20.38358966479861,17.50060523780569,18.42487857174495,1417,301,6,244,5780000000000000023,0.8727326833424781,664,53937,168
1237000000000000024,125.09496412163422,58.07231184966649,18.0,17.89538745045687,18.921356938705898,21.377086498053306,18.382239105982602,756,301,6,346,5780000000000000024,0.0,9609,58044,368
1237000000000000025,188.33339548452562,32.70673732231702,22.47577431713054,20.117218837225487,19.28176247225738,17.865488001577607,18.816578512012462,2296,301,5,419,5780000000000000025,0.23180326924349737,12250,52900,536
1237000000000000026,66.55565740214078,24.881870597449108,24.90076677226628,20.985635834887585,18.818843621868886,18.068033716152822,19.77151593558104,661,301,5,838,5780000000000000026,0.4096324804619227,3261,53492,925
1237000000000000027,213.88481770961647,26.493280202885792,24.058419529409157,21.373828081927552,19.340199859232488,18.6597407956136,17.1934659698096,5202,301,2,985,5780000000000000027,0.5758402989024253,6595,53168,963
1237000000000000028,119.66613739153122,36.18766004576817,22.51448912291194,19.935289960213677,21.198538112096344,20.388075724852378,16.734444108523494,390,301,1,34,5780000000000000028,0.7057822984926672,2482,52591,877
1237000000000000029,149.48001645925552,4.042887692186664,21.46254572155193,20.751661517558762,20.402128458618122,19.114508999262654,18.11288472937985,7838,301,5,281,5780000000000000029,0.0,1973,53675,580
1237000000000000030,119.56308049534519,19.07922914345842,23.410683894955966,17.0,20.46222351188698,17.863864203969538,17.066077040940712,1390,301,6,105,5780000000000000030,0.5269744874097912,11789,58510,370
1237000000000000031,356.378112760524,-8.643470155660498,20.739680700443298,19.712627381499228,18.183772944207355,20.354338360757342,18.27516865247436,1955,301,1,152,5780000000000000031,0.3471303327114358,10445,53471,706
1237000000000000032,176.32660456550875,31.97790950383464,22.91453665403433,21.3802630688317,18.44884626344713,19.83100062678548,19.20249969612929,5588,301,5,704,5780000000000000032,1.3692912113900175,6032,53587,596
1237000000000000033,75.55764202556384,36.84925242482055,22.95820523874994,19.22655894861798,16.760921340514574,19.638434957216454,17.809251136447735,2596,301,4,728,5780000000000000033,0.0,5943,53344,950
1237000000000000034,257.0065443411058,14.643268815593666,23.79031486124832,20.788476332384395,18.790619178917247,19.81573424117084,17.27317342321866,6522,301,3,912,5780000000000000034,0.5639623353238329,2834,54060,437
1237000000000000035,59.81496886717677,55.05574767926699,26.0,21.370308751204046,20.55670318638566,21.49436190058245,18.76933716171535,5362,301,5,984,5780000000000000035,0.07584530071703932,7904,56842,207
1237000000000000036,197.78492198127532,0.05554918181611157,22.788623950768148,20.18617619871335,20.11694651574837,21.285094895036114,19.56254348461517,2902,301,4,91,5780000000000000036,1.9379651564417215,426,53526,49
1237000000000000037,0.0,-4.631848956137048,21.43655456143875,20.955695656494857,19.37848673704788,18.413284656996705,17.005026561483387,3820,301,2,284,5780000000000000037,1.494877355754117,8333,52308,544
1237000000000000038,49.456186816365886,28.54458578425143,22.161638531712008,19.25590115207308,19.57769971628195,20.723884992811154,19.520232398305982,4308,301,4,286,5780000000000000038,0.0,4170,58731,829
1237000000000000039,196.6266674274,44.7052003768844,19.54638614266632,20.39008308045593,18.911114457424596,19.483168189758903,19.517306203738325,4970,301,2,893,5780000000000000039,0.0,3839,55654,682
1237000000000000040,248.89279687316287,57.21550038291319,21.157930303366413,21.615324254383832,19.804758882401785,19.59909581613775,19.65408510215663,6347,301,5,968,5780000000000000040,1.2130507459769273,11635,53681,129
1237000000000000041,194.1665401711503,15.120677382167733,21.586076342830342,20.93545944145265,20.365878279480615,17.407729168356674,19.918480214871686,8125,301,2,475,5780000000000000041,0.9108009241865036,2091,56269,447
1237000000000000042,166.46879858173398,45.32562861467861,21.41386740309811,19.820203095654097,17.984113212589527,18.929614234611805,20.902013924659617,2885,301,4,218,5780000000000000042,0.8878923351021402,12382,55361,614
1237000000000000043,148.5719356022518,23.378819016995887,22.42853230805058,21.03632460643619,19.899647687837348,18.287176409663438,18.343907951380945,1705,301,3,306,5780000000000000043,0.7161184080674725,10081,52002,35
1237000000000000044,34.948431561762845,20.744099522808078,20.966370101426698,21.771914685954926,20.532434870954667,19.928058814893312,18.809571580077858,588,301,1,49,5780000000000000044,1.27170941441832,5848,53564,819
1237000000000000045,108.16253771903962,41.49450844584662,23.881546000986706,17.625088082133782,19.184899711036632,20.171080500402805,18.283561566751974,7032,301,1,958,5780000000000000045,1.147326071669454,1442,54656,199
1237000000000000046,133.1764433108948,36.94996941826736,22.200310597377296,22.438611097433846,20.300700612120586,17.02551364898369,18.70197684475581,3421,301,3,298,5780000000000000046,0.364349594813983,5184,55060,813
1237000000000000047,279.6437808410343,-6.832390832582991,22.186049518292076,20.19561789197839,22.414654444472554,19.077965135995733,20.23287335563631,6265,301,6,134,5780000000000000047,0.0,12178,52130,77
1237000000000000048,210.78905199194347,53.14144552934806,21.708157925230623,21.338234899860346,19.49565720701311,20.221861504794255,17.35498551606933,3327,301,1,886,5780000000000000048,0.0,5146,53170,369
1237000000000000049,7.491791034508026,51.246737321623044,22.432786025788467,22.495870385467843,19.993307050005324,18.913321037686558,17.838950327834425,2072,301,5,979,5780000000000000049,0.500931457998174,3486,54517,833
1237000000000000050,208.90394631877314,11.846335292350298,23.437647397001452,18.6424894541543,18.86194291633861,19.829063645002364,20.07718093650456,8028,301,6,293,5780000000000000050,0.0,11717,56810,526
1237000000000000051,140.46781397043506,31.910732820194198,20.899304676433648,19.63583849635868,19.78125116260205,19.451165467627085,19.72003650690209,6853,301,5,888,5780000000000000051,0.7600660629666873,8086,54457,349
1237000000000000052,112.3046269882723,33.840362509411996,21.212825266387114,20.267176956186443,20.060271624982306,19.44166023195263,18.336868353182922,2251,301,4,190,5780000000000000052,0.3515801988768418,396,52157,506
1237000000000000053,236.65724963970706,29.256153803899103,21.744410956835,19.524369718313356,19.79484234027014,18.828685021931705,19.55440200112072,4007,301,4,107,5780000000000000053,1.9970904017196283,6925,53076,643
1237000000000000054,277.1228813907892,13.32474460493326,20.18119361479018,23.30240486375521,18.580304680291146,17.883419195864292,19.041215842492033,6545,301,6,201,5780000000000000054,0.827387961315036,3828,57838,238
1237000000000000055,267.4997354934601,10.941488930685235,20.97111321041775,19.41484185925981,19.806361771325452,17.978469852574975,20.20027460900099,2181,301,6,84,5780000000000000055,0.5553059567175569,1765,52440,280
1237000000000000056,96.64274532254585,23.633303835986837,21.48566868968301,19.866679830769698,21.06219593871764,19.80935251445532,18.77450959382677,1404,301,6,457,5780000000000000056,0.0,7696,56090,577
1237000000000000057,147.78942978542352,47.17317371912877,23.51158377106909,21.006583547404464,20.04863576451453,19.119458255518886,19.72563211387258,5733,301,6,795,5780000000000000057,0.0,7971,56666,432
1237000000000000058,209.5967804917937,34.81414793095583,22.59384199350289,18.896775710885866,20.561987189071843,18.961487755392778,21.34201191049262,5394,301,2,507,5780000000000000058,1.0745312412329586,7892,58419,138
1237000000000000059,271.7714079639376,16.854710601969696,22.490384867051315,20.106478932365604,19.362988029987374,18.67610995767765,19.298099155047467,1047,301,6,571,5780000000000000059,0.34787907813866203,6945,53029,269
1237000000000000060,131.3877292184625,39.295067651618666,23.476346943251958,21.17617989187526,20.34990023942371,18.794811154519248,18.749328165794843,870,301,6,494,5780000000000000060,2.429277806722699,3054,51893,740
1237000000000000061,159.71260969017496,-20.0,21.993942317400904,20.200709393426234,19.879267838216528,20.14691179448814,19.42244698522098,7363,301,4,859,5780000000000000061,0.5159748375048105,5142,54353,201
1237000000000000062,70.86531271174154,46.70242234730034,22.785697274893334,20.55991971165008,18.649089270312768,18.764755918131975,18.334719141796114,4858,301,5,732,5780000000000000062,0.7000936925533482,3974,55373,142
1237000000000000063,62.192497077170714,-10.04078937997988,22.045167370601256,19.906001831327444,19.918521004798876,17.75893528669843,21.087967705524733,1778,301,4,126,5780000000000000063,0.0,10165,58716,612
1237000000000000064,256.0396797314081,17.015274123850837,22.59804352409944,18.428294536228847,18.60830333655969,19.843651775540174,18.88007103769598,7237,301,1,545,5780000000000000064,1.2689558769429996,2035,56072,650
1237000000000000065,308.50931909098847,2.139765009484101,21.325862013582626,21.182389817008858,18.96711972511521,18.895123336135285,18.427066679774487,3971,301,2,108,5780000000000000065,0.0,9776,58406,680
1237000000000000066,170.67997889281534,-1.298278872242829,18.541774262585356,23.33239960747086,19.789328307292376,19.131395865532777,17.864310994979963,2794,301,2,338,5780000000000000066,0.9598525791367127,6997,53053,919
1237000000000000067,274.4722905638045,46.93935836107724,21.99858125672054,20.72760244617516,19.897244273380124,20.707578306399512,19.79722019160644,4008,301,5,919,5780000000000000067,1.1698440572176774,11837,57445,611
1237000000000000068,212.52780384342884,14.947471580130333,24.33412220414991,21.037896175871325,18.410767534922872,19.079439442649495,19.56718741282774,6743,301,6,417,5780000000000000068,0.6462193807538202,11231,58405,823
1237000000000000069,115.37361496723545,30.94225767779953,23.58932310336239,21.739084132675288,20.653985771182878,19.389183673118726,18.202645628585906,2040,301,4,323,5780000000000000069,1.8604919614667268,11448,58448,831
1237000000000000070,212.5046028191139,23.213565946312354,23.648096226886757,18.79600425517995,20.172006278300476,17.921076508701677,19.27645134512242,7417,301,1,712,5780000000000000070,0.13041599062366094,3310,53074,839
1237000000000000071,326.0530924039115,33.5066122421211,24.054196082709325,23.25377198719441,18.895271564389116,18.88033054764904,17.191444031787142,4048,301,4,704,5780000000000000071,1.8009899625094072,641,53384,938
1237000000000000072,174.17182393973604,25.64444531454521,22.332986386442155,21.003493194634203,18.062415203550827,19.7095260452086,18.884970575073154,1235,301,6,158,5780000000000000072,0.0,6613,57247,355
1237000000000000073,328.62073615248426,-1.0686474417893486,22.495973561108393,23.14778534863366,19.45509542091857,17.544626266158758,19.152756352076693,3406,301,6,352,5780000000000000073,1.160516712215893,3302,58775,578
1237000000000000074,0.0,43.70663291865455,21.273522156848475,19.600450506714015,19.15405628613884,19.30084509311571,20.407329809559222,6130,301,3,505,5780000000000000074,0.47259847232596375,9118,55263,847
1237000000000000075,256.94455055572143,14.435622332251373,21.725890715959423,23.427092883836735,19.713140457053026,19.200791072644808,17.92918119727131,4779,301,4,958,5780000000000000075,0.05922355874539709,6484,52522,329
1237000000000000076,186.02935415746344,-6.44322494423476,23.123656724656712,21.862733241052172,19.236883338844436,19.14128745558744,17.421647371197675,6546,301,5,33,5780000000000000076,0.0,9861,51895,559
1237000000000000077,148.7742376045714,15.725126081403571,24.005826655753225,21.529560128778538,17.592543139254992,20.137158898658246,17.80457203907496,7148,301,4,115,5780000000000000077,0.38618823185597784,1006,55798,849
1237000000000000078,186.4842375715762,53.617228332481176,21.9908305864785,21.05103668152972,19.211653061698843,19.434438514848523,17.363431499685078,5534,301,2,685,5780000000000000078,0.34004705420639747,8761,58420,894
1237000000000000079,0.0,40.837626299535955,21.52471610272288,20.327207072888324,19.294380888931688,20.578071898356445,20.036657357758983,5482,301,1,589,5780000000000000079,0.7030047874563833,1351,53696,231
1237000000000000080,156.43028753897946,17.28615061802263,22.200791938284894,22.50079748771081,20.23366102477406,18.106410484405966,20.248639295024034,1312,301,5,812,5780000000000000080,1.1062883768950913,11637,56034,308
1237000000000000081,212.0912804401563,17.274254399995414,23.101810123393673,20.91053980477207,18.90180032538895,19.235924567218348,19.02021657794883,4244,301,3,811,5780000000000000081,0.0,1476,57540,658
1237000000000000082,320.2492042781106,17.816892166576675,20.034217775799686,17.74939544461927,21.278674673372567,19.184466786389947,19.921294945685148,7028,301,1,568,5780000000000000082,1.8614395025051254,11492,53412,719
1237000000000000083,127.61487949303388,64.93232342647822,18.755728570294142,19.024220307439496,17.688359449348244,18.030745506244923,18.833958380580235,3881,301,1,603,5780000000000000083,0.18314991597529862,8686,52786,146
1237000000000000084,99.60767248664332,31.638299010712366,21.374194725762624,20.421231371710878,20.911167497802627,20.056295002091346,18.604888352299234,628,301,2,951,5780000000000000084,1.016688355833174,3385,54159,152
1237000000000000085,129.20843785655757,32.58332909511675,20.368931361128762,21.16499847474833,19.375681029121896,21.42467330585282,18.366962380946237,5844,301,2,669,5780000000000000085,0.642546938122164,10312,55978,791
1237000000000000086,265.9674727743959,44.37487830949844,21.437789703529035,20.615117266650156,20.45958487234356,19.08299392551617,18.389609008622433,8013,301,2,232,5780000000000000086,0.43146242126387047,533,53196,140
1237000000000000087,209.3543358133963,28.826238034707583,21.97832952177379,22.528456184690494,19.679801484058736,19.60502108827377,17.152198443690967,6798,301,5,865,5780000000000000087,0.6059310634813346,3040,57930,663
1237000000000000088,126.50607014386412,19.046508824471136,21.52012738646548,17.773347203942063,20.73955553602547,19.184518475815327,18.96425476360734,2392,301,4,25,5780000000000000088,0.0,11307,53564,21
1237000000000000089,227.16057452775647,20.278077991925045,24.378701301706116,20.91538190475774,19.212638035447192,18.386415330092827,18.659666089785954,4667,301,1,901,5780000000000000089,0.29346371396639637,4615,53383,254
1237000000000000090,186.997318062874,22.728722245232618,22.69011714690348,17.973031161919266,18.501379574822188,17.279239722197985,19.445360724077876,5456,301,4,643,5780000000000000090,0.0,5231,57888,64
1237000000000000091,271.1055293198476,23.404086633213392,22.650711539416243,21.839568443226252,21.020504287271066,18.394226516904638,18.79352349643861,7976,301,4,88,5780000000000000091,0.17530532050456604,10592,56470,218
1237000000000000092,109.87942013985213,38.42934362885135,23.133310716065104,20.558311928336995,19.48651935411786,17.70804161904827,18.537296298430906,6053,301,2,332,5780000000000000092,0.23566420975950308,8391,52595,72
1237000000000000093,146.00898556244485,25.15576452481265,20.491750323328844,21.329414958036175,19.82155847362421,20.80410207805912,17.828806969992367,591,301,4,817,5780000000000000093,1.1942701663265598,3725,57463,990
1237000000000000094,139.78980150837563,38.527773882474186,23.7586676811304,19.40417555911535,20.834751914044798,18.984890306076764,18.77215323682176,2586,301,1,251,5780000000000000094,0.334120937744953,10727,52811,162
1237000000000000095,36.396644768251804,22.549654823821236,22.08635357019681,22.619197397486626,18.568044757905568,18.75408067095283,19.43823723081616,3202,301,1,28,5780000000000000095,0.24924462096373584,1255,54938,130
1237000000000000096,206.2053873422725,25.68006697097084,23.20572092586182,22.262586996088277,20.19549089763926,19.989153824787806,17.556661008916137,451,301,6,778,5780000000000000096,0.7374458900552731,1203,57994,581
1237000000000000097,202.8215357902243,-15.11867805040394,20.592214150439766,21.575316454517832,19.01010524353711,17.978248897144113,18.78747375368074,7316,301,3,464,5780000000000000097,0.708811267600262,6920,52727,927
1237000000000000098,178.12257702525383,42.13625519975922,19.869361850975903,20.505724129704838,19.46783064435563,18.33313596199545,18.933042951529483,5401,301,5,453,5780000000000000098,0.14478344418546318,7255,51804,225
1237000000000000099,154.99093291953244,30.94195503537664,23.426834487037542,21.569785927942696,19.67227896538429,19.168072269248622,17.981935216381736,1571,301,4,938,5780000000000000099,0.8647264460122333,8897,55583,758
1237000000000000100,41.04266854630211,43.74087927480606,22.764614289146273,19.639661148018977,18.099778138553066,20.12876899142348,18.112143695091998,1311,301,5,287,5780000000000000100,0.44612224212626167,7608,52133,580
1237000000000000101,137.03590068697454,-20.0,20.846922668463733,21.983333488531066,18.821162957179567,19.60168504516879,18.930610848766214,1730,301,5,434,5780000000000000101,0.14359777756828207,6289,56335,454
1237000000000000102,144.55639813193523,65.16072646989129,20.895505378087957,23.174221341485882,20.95107289241314,19.348325142515883,17.566578981707377,6385,301,5,486,5780000000000000102,0.21461114988106061,2624,53018,983
1237000000000000103,100.20756261675346,21.393113517417042,23.888152176622153,22.30591583996878,20.486191188584797,19.178117735236018,19.049923715249392,2507,301,6,37,5780000000000000103,1.27035819416429,10465,56111,915
1237000000000000104,162.06468438295028,45.905185193564904,20.415882160699006,19.605596295288883,19.537360422672766,19.50023585552678,17.8046456263408,3705,301,5,524,5780000000000000104,0.23656950732928822,3611,52900,384
1237000000000000105,216.6209301605731,3.7067014301045305,24.664009429883944,21.242125975909655,19.843123458512895,19.301652905129256,19.762853693033215,7816,301,6,875,5780000000000000105,0.7674671112623943,6626,52802,107
1237000000000000106,359.6502834094208,36.17304308569598,20.849068898028197,18.760287684362027,19.305757494363544,18.070027725223067,21.0378277453883,6758,301,1,474,5780000000000000106,0.0,5082,53556,621
1237000000000000107,194.47626716715104,3.441309155667188,23.157587888412575,21.558585466763514,20.956583385827983,19.14607922163315,17.83924319829818,6336,301,4,817,5780000000000000107,1.391622169460213,4009,55263,840
1237000000000000108,202.4833068751724,11.88157272973274,21.707072286376523,21.375905119293808,19.399647422205838,18.02631134108225,19.234207862374674,5197,301,6,834,5780000000000000108,0.15066300291247137,7425,56394,103
1237000000000000109,170.44491929526765,61.73580974620947,23.104781146623512,17.895275490701753,19.83184209213485,19.181082542900825,17.97325809511798,3644,301,3,373,5780000000000000109,0.8691553372972355,784,53825,141
1237000000000000110,0.0,20.38941311560831,21.38382899682871,18.957324234131455,20.74603014414207,18.61935205851176,19.74095417379779,2986,301,5,393,5780000000000000110,0.3928384078912411,534,55862,577
1237000000000000111,175.0704686015557,28.40670095360314,21.955810640891556,20.27529165488435,18.822628515154094,21.639381622782864,17.434741590914783,7113,301,3,761,5780000000000000111,0.8607848409380539,5710,55188,134
1237000000000000112,183.44146723520953,41.22749409669079,22.26137876309358,20.24871037928876,21.158789184496896,19.06010561624829,19.18058675842771,2499,301,1,535,5780000000000000112,0.9006858731020236,5741,58198,199
1237000000000000113,360.0,33.872809635789345,20.69671881632779,18.88578459687179,18.069538590256624,17.695760433738414,17.827011033110647,3460,301,1,392,5780000000000000113,0.4709545431216551,4451,57393,880
1237000000000000114,159.0658528176996,27.090234001212334,23.311236518130187,21.283468094028276,21.2296421311128,18.965819789323078,18.49301541090163,3022,301,2,194,5780000000000000114,0.0,5427,57641,510
1237000000000000115,206.72911130278777,31.30484163151317,21.430179650292622,21.077210413410768,19.227324416048027,19.61935874563789,17.668974724852692,7539,301,5,204,5780000000000000115,1.3738733775503673,9846,52625,667
1237000000000000116,174.27935343436812,71.34959902778486,21.85710012698997,20.40859630203222,19.357301252174718,20.773363946152525,19.522350470895752,1298,301,2,472,5780000000000000116,0.47443314533814335,10152,54761,79
1237000000000000117,64.84906736223286,23.00340303457222,20.708475938087233,19.566312749762456,17.709989828817058,18.510547600061283,17.863019645560414,2449,301,3,66,5780000000000000117,0.8455655654841403,11731,56784,948
1237000000000000118,287.91407966662683,28.085828404534887,18.356499511807034,22.273060689624845,19.14520528262231,17.51757202597636,19.251964259331828,3689,301,4,240,5780000000000000118,1.0821046887468013,9847,55198,894
1237000000000000119,250.19233973619995,44.77505864034687,21.913458356099746,23.18311066963244,18.560193468973118,19.91683701143098,18.355901971737666,1712,301,2,499,5780000000000000119,0.24260065046355855,4131,55815,482
1237000000000000120,253.96547259224735,45.85299160177205,25.81892313241937,19.974657774230195,18.99235365462653,17.71940129410035,18.585527628201135,3406,301,1,38,5780000000000000120,0.9545354980890768,11487,55677,512
1237000000000000121,89.87118967502151,47.4541176975813,23.376906431847036,19.781749624267768,19.46268903421112,18.663844558492517,18.847755907400128,5398,301,5,842,5780000000000000121,0.03038291660875847,8277,51655,250
1237000000000000122,313.0019116673844,36.68294623713895,22.171109430398406,21.436811498117994,20.557791614472908,18.842379514489007,17.93817532834115,706,301,3,593,5780000000000000122,0.8598412780288704,2601,55271,889
1237000000000000123,42.347347892313195,1.6813563960554134,21.8056637561876,20.16295593037952,19.807603351400626,19.030366546699895,18.910367113540886,753,301,6,732,5780000000000000123,0.5910579471926246,3940,57614,599
1237000000000000124,234.2621416984733,56.22352025249171,22.233698839218068,20.490904199005147,19.907676653401115,19.789164457074335,20.23033456435441,4652,301,1,970,5780000000000000124,0.2679408411782117,4842,56079,816
1237000000000000125,360.0,1.6157337798545335,23.020678672762813,21.809479727587007,18.504480611154438,18.416365717713614,17.921905214167285,6942,301,6,194,5780000000000000125,0.6109985077929,766,52435,753
1237000000000000126,82.04014183298396,30.08047733173995,20.42878077703673,17.83596586873906,18.71924591039727,18.82627074783324,19.871810143273844,7254,301,4,435,5780000000000000126,0.0,10119,57784,600
1237000000000000127,122.98011702012047,9.317808608779469,23.871482542003307,22.677453487279003,21.398725018351314,19.085729647050613,20.198097633487784,3011,301,5,385,5780000000000000127,0.8024786384308106,10557,58255,975
1237000000000000128,187.24569704966655,22.87532866752677,23.273071973161866,20.80902078649401,18.864798965236755,19.24959795751879,17.883845010971957,6754,301,4,878,5780000000000000128,0.8783129828965267,8349,56330,483
1237000000000000129,129.04258808884592,30.59373241500442,23.277278588561902,20.08276028315673,21.2562082520573,19.197827174707925,17.244945394909447,872,301,4,51,5780000000000000129,0.8292226697089156,8560,57623,836
1237000000000000130,27.98662086536919,30.44825984285344,22.85771360821459,20.566148768667826,19.356938801119135,19.53600577522258,19.001960900171763,7803,301,5,494,5780000000000000130,1.674307738879989,5809,56730,172
1237000000000000131,184.2455977184082,32.4237968734995,22.229424986540984,20.643644032530776,19.602287936143505,19.943839509641737,18.152592477233128,4939,301,5,270,5780000000000000131,0.507263042287466,3012,57595,869
1237000000000000132,75.11442800280842,55.83612228738198,23.20929185395023,18.10319804483261,20.67036516022993,19.49263411565097,20.568603219163002,7655,301,6,451,5780000000000000132,0.5575729806174351,3542,53697,17
1237000000000000133,223.33184787693207,33.044834419251124,23.087721200612066,22.94240734117985,20.871892421938657,19.55358552350922,18.73480754049983,7477,301,4,936,5780000000000000133,0.0,3351,53664,735
1237000000000000134,88.90261796672908,19.338929692188028,21.668938933588464,20.761988448405926,19.489187439720915,17.517776833253524,17.89780059196482,1751,301,3,866,5780000000000000134,1.7256754647568413,6001,58751,294
1237000000000000135,327.2012604871942,43.074474451823406,21.33959734065465,21.364503195671062,19.211756946478463,19.150227699165683,17.552840488988288,2406,301,6,94,5780000000000000135,0.0,8062,52426,394
1237000000000000136,102.04341901892501,47.50205428231077,22.35278444289298,22.127324655861063,19.54407955147779,19.57950754800161,19.78990495909083,7685,301,5,56,5780000000000000136,0.7436740273608474,6879,56360,822
1237000000000000137,146.5494589462945,0.019360720251853536,24.52353022724278,19.168256313659548,19.93795752823212,19.82894119457045,18.128816025915814,4805,301,1,450,5780000000000000137,0.12743616597362112,11995,55592,498
1237000000000000138,256.13535156825725,35.87102924317706,20.34133938651915,21.410207848552844,20.491303686869756,18.407649225766207,18.743828799460427,2281,301,6,681,5780000000000000138,0.6221961850976475,1593,55288,219
1237000000000000139,58.8479520971902,37.909608629828924,19.99871210137134,20.298538363651808,19.604229858994152,18.440960725111356,19.65580274511248,2269,301,2,866,5780000000000000139,0.0,8038,53419,234
1237000000000000140,199.57951042701194,18.289769660266582,22.447141261854775,21.97015616282474,20.218886298023154,18.525899324716402,18.21574164806917,5185,301,3,529,5780000000000000140,1.2282057390058694,10932,58917,390
1237000000000000141,303.7713220951667,51.160604485724306,22.276331552784026,17.509158869472756,21.238359732270943,19.636413899891345,18.65407117125984,7413,301,6,855,5780000000000000141,0.0,10137,56493,248
1237000000000000142,22.5033824949129,21.187513261367666,22.460012496555613,20.551358549638095,19.981309612264788,20.13388105492421,18.68343159017748,5987,301,5,448,5780000000000000142,1.4288503135135866,4012,57163,902
